BitSreamSHA1, BitSreamMD5, InputYUVSHA1, InputYUVMD5, -utype, -frms, -numl, -numtl, -sw, -sh, -dw 0, -dh 0, -dw 1, -dh 1,-dw 2, -dh 2, -dw 3, -dh 3, -frout 0, -frout 1, -frout 2, -frout 3, -lqp 0, -lqp 1, -lqp 2, -lqp 3, -rc, -tarb, -ltarb 0, -ltarb 1, -ltarb 2, -ltarb 3, -slcmd 0, -slcnum 0, -slcmd 1, -slcnum 1, -slcmd 2, -slcnum 2, -slcmd 3, -slcnum 3, -nalsize, -iper, -thread, -ltr, -db, -denois, -scene , bgd , -aq
 c6e4479c79fd901ef52edd512c41f42534cd3241, eb10db1769492dab3c3d2830f9fe80d7, 6787ee0516a3cd2560cac9e327454d45458ef931,d0ec0e70a13660fb2feb5bf23f3c64c6, 0, 12 , 1, 4, 160, 96, 160,96,0,0,0,0,0,0, 6, 6,6,6, 26, 26, 26, 26, 1, 30.00,30.00,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0
 289c813f0e8c38229069011aec08d68988f86e98, 3105a97ad700fee73f12894b52c5d2a2, 6787ee0516a3cd2560cac9e327454d45458ef931,d0ec0e70a13660fb2feb5bf23f3c64c6, 0, 12 , 1, 4, 160, 96, 160,96,0,0,0,0,0,0, 6, 6,6,6, 26, 26, 26, 26, 1, 30.00,30.00,0,0,0, 1,4, 1,1, 1,1, 1,1, 0, 0, 1, 1, 1, 1, 1, 0, 0
 289c813f0e8c38229069011aec08d68988f86e98, 3105a97ad700fee73f12894b52c5d2a2, 6787ee0516a3cd2560cac9e327454d45458ef931,d0ec0e70a13660fb2feb5bf23f3c64c6, 0, 12 , 1, 4, 160, 96, 160,96,0,0,0,0,0,0, 6, 6,6,6, 26, 26, 26, 26, 1, 30.00,30.00,0,0,0, 1,4, 1,1, 1,1, 1,1, 0, 0, 4, 1, 1, 1, 1, 0, 0
 289c813f0e8c38229069011aec08d68988f86e98, 3105a97ad700fee73f12894b52c5d2a2, 6787ee0516a3cd2560cac9e327454d45458ef931,d0ec0e70a13660fb2feb5bf23f3c64c6, 0, 12 , 1, 4, 160, 96, 160,96,0,0,0,0,0,0, 6, 6,6,6, 26, 26, 26, 26, 1, 30.00,30.00,0,0,0, 1, 7, 1, 7, 1, 7, 1, 7, 0, 0, 1, 1, 1, 1, 1, 0, 0
 289c813f0e8c38229069011aec08d68988f86e98, 3105a97ad700fee73f12894b52c5d2a2, 6787ee0516a3cd2560cac9e327454d45458ef931,d0ec0e70a13660fb2feb5bf23f3c64c6, 0, 12 , 1, 4, 160, 96, 160,96,0,0,0,0,0,0, 6, 6,6,6, 26, 26, 26, 26, 1, 30.00,30.00,0,0,0, 1, 7, 1, 7, 1, 7, 1, 7, 0, 0, 4, 1, 1, 1, 1, 0, 0
